"Type","Name","Id","Path"
"UMLPackage","old","AAAAAAGAqZP5MjGE6ag=","/taller_analisis"
"UMLPackage","Diagrama_Secuencia","AAAAAAFsklhiJ5sLhGQ=","/taller_analisis/old"
"UMLCollaboration","secuencia_movimientos_compras","AAAAAAFsklhiJ5sMzFU=","/taller_analisis/old/Diagrama_Secuencia"
"UMLInteraction","agregaNotaPedido","AAAAAAFsklhiJ5sNzTM=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","agregaNotaPedido","AAAAAAFsklhiJ5sO1os=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/agregaNotaPedido"
"UMLInteraction","modificaNotaPedido","AAAAAAFsklhiOZzzyHg=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","modificaNotaPedido","AAAAAAFsklhiOZz0AJk=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/modificaNotaPedido"
"UMLInteraction","anulaNotaPedido","AAAAAAFsklhiSJ7BP2s=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","anulaNotaPedido","AAAAAAFsklhiSJ7CIgc=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/anulaNotaPedido"
"UMLInteraction","agregaNotaPresupuesto","AAAAAAFsklhiUZ+9NDU=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","agregaNotaPresupuesto","AAAAAAFsklhiUZ++8KM=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/agregaNotaPresupuesto"
"UMLInteraction","anulaNotaPresupuesto","AAAAAAFsklhiZqHrCXA=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","anulaNotaPresupuesto","AAAAAAFsklhiZqHs8sw=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/anulaNotaPresupuesto"
"UMLInteraction","agregaOrdenCompra","AAAAAAFsklhicaMB98c=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","agregaOrdenCompra","AAAAAAFsklhicqMCWkY=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/agregaOrdenCompra"
"UMLInteraction","anulaOrdenCompra","AAAAAAFsklhig6TlA90=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","anulaOrdenCompra","AAAAAAFsklhihKTmddY=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/anulaOrdenCompra"
"UMLInteraction","agregaFactura","AAAAAAFsklhilKX7+L8=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","agregaFactura","AAAAAAFsklhilKX85BY=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/agregaFactura"
"UMLInteraction","anulaFactura","AAAAAAFsklhin6dRKW4=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","anulaFactura","AAAAAAFsklhin6dSCT0=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/anulaFactura"
"UMLInteraction","agregarNotaRemision","AAAAAAFsklhiqqhhdQo=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","agregarNotaRemision","AAAAAAFsklhiqqhie1I=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/agregarNotaRemision"
"UMLInteraction","anulaNotaRemision","AAAAAAFsklhiuaoHYB4=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras"
"UMLSequenceDiagram","anulaNotaRemision","AAAAAAFsklhiuaoIXaU=","/taller_analisis/old/Diagrama_Secuencia/secuencia_movimientos_compras/anulaNotaRemision"
"UMLCollaboration","secuencia_referenciales","AAAAAAFsklonUCGjiPs=","/taller_analisis/old/Diagrama_Secuencia"
"UMLInteraction","Agregar ciudad","AAAAAAFsklonUCGk6Bg=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","Agrega ciudad","AAAAAAFsklonUCGl5wU=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/Agregar ciudad"
"UMLInteraction","modificar ciudad","AAAAAAFsklonWCJ0jFg=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar ciudad","AAAAAAFsklonWCJ1MPg=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar ciudad"
"UMLInteraction","eliminar ciudad","AAAAAAFsklonXiM4Z78=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar ciudad","AAAAAAFsklonXiM5jCA=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar ciudad"
"UMLInteraction","agregar color","AAAAAAFsklonYyPYXGI=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","Agrega Color","AAAAAAFsklonYyPZdxc=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar color"
"UMLInteraction","modificar color","AAAAAAFsklonaiSoBQs=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar color","AAAAAAFsklonaiSp06c=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar color"
"UMLInteraction","eliminar color","AAAAAAFskloncyVs/WA=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar color","AAAAAAFsklondCVtyoo=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar color"
"UMLInteraction","agregar nacionalidad","AAAAAAFskloneSYM658=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","agregar nacionalidad","AAAAAAFskloneSYNDhA=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar nacionalidad"
"UMLInteraction","modificar nacionalidad","AAAAAAFsklongCbcK9o=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar nacionalidad","AAAAAAFsklongCbdYKM=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar nacionalidad"
"UMLInteraction","eliminar nacionalidad","AAAAAAFsklonhiegbw8=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar nacionalidad","AAAAAAFsklonhiehKvM=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar nacionalidad"
"UMLInteraction","agregar usuarios","AAAAAAFsklonjChAozA=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","agregar usuarios","AAAAAAFsklonjChB++4=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar usuarios"
"UMLInteraction","modificar usuarios","AAAAAAFsklonkykQymA=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar usuarios","AAAAAAFsklonkykR+GM=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar usuarios"
"UMLInteraction","eliminar usuarios","AAAAAAFsklonminOsug=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar usuarios","AAAAAAFsklonminPiq4=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar usuarios"
"UMLInteraction","agregar marcas","AAAAAAFsklonnypo1e8=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","agregar marcas","AAAAAAFsklonnyppCqs=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar marcas"
"UMLInteraction","modificar marcas","AAAAAAFsklonpSsyl8c=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar marcas","AAAAAAFsklonpSszhiI=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar marcas"
"UMLInteraction","eliminar marcas","AAAAAAFsklonrCvwgqE=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar marcas","AAAAAAFsklonrCvxT1I=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar marcas"
"UMLInteraction","agregar cargos","AAAAAAFsklonsyyK5eo=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","agregar cargos","AAAAAAFsklonsyyLhkU=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar cargos"
"UMLInteraction","modificar cargos","AAAAAAFsklonui1Uh7c=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar cargos","AAAAAAFsklonui1ViYY=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar cargos"
"UMLInteraction","elimina cargos","AAAAAAFsklonwi4MXq8=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","elimina cargos","AAAAAAFsklonwi4NAHc=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/elimina cargos"
"UMLInteraction","agregar empleados","AAAAAAFsklonyi6scpg=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","agregar empleados","AAAAAAFsklonyi6t5Cg=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar empleados"
"UMLInteraction","modificar empleados","AAAAAAFsklon4DDsweY=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar empleados","AAAAAAFsklon4DDtY3c=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar empleados"
"UMLInteraction","eliminar empleados","AAAAAAFsklon8zMm1RI=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar empleados","AAAAAAFsklon8zMnxPY=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar empleados"
"UMLInteraction","agregar proveedores","AAAAAAFsklon+DPGH1k=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","agregar proveedores","AAAAAAFsklon+DPH/XM=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar proveedores"
"UMLInteraction","modificar proveedores","AAAAAAFsklooBzUUfgE=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar proveedores","AAAAAAFsklooCDUVxdw=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar proveedores"
"UMLInteraction","eliminar proveedores","AAAAAAFsklooFTZWYQQ=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar proveedores","AAAAAAFsklooFTZXJK8=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar proveedores"
"UMLInteraction","agregar productos","AAAAAAFsklooGzb2J2I=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","agregar productos","AAAAAAFsklooGzb30Ls=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/agregar productos"
"UMLInteraction","modificar productos","AAAAAAFsklooMTjGjiE=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","modificar productos","AAAAAAFsklooMTjHHA4=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/modificar productos"
"UMLInteraction","eliminar productos","AAAAAAFsklooQzqKqXQ=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales"
"UMLSequenceDiagram","eliminar productos","AAAAAAFsklooQzqLGyE=","/taller_analisis/old/Diagrama_Secuencia/secuencia_referenciales/eliminar productos"
"UMLPackage","Diagrama_clases","AAAAAAFr6Hm3rb/dIWk=","/taller_analisis/old"
"UMLPackage","referenciales","AAAAAAFsIQ8pIovE+DU=","/taller_analisis/old/Diagrama_clases"
"UMLClassDiagram","clase_estado_civil","AAAAAAFsIRDsrYwFPm0=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_ciudad","AAAAAAFsITDE05gPIcw=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLPackage","conexion","AAAAAAFsITarbZl5Ff0=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_nacionalidad","AAAAAAFsITyiKJs2kpc=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_modelo_auto","AAAAAAFsIUL2gp02N/A=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_marcas","AAAAAAFsIUkz0Z8BGoQ=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_colores","AAAAAAFsJhRL3vDO4+M=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_usuarios","AAAAAAFsJh7Nb/Ll+Go=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_empleados","AAAAAAFsJkIwQvW3SCs=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLPackage","buscadores","AAAAAAFsJlgs+vhGdHI=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLPackage","mantener_referenciales","AAAAAAFsITZTwJlbLU0=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_personas","AAAAAAFsK1IGQAS31H4=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_sucursales","AAAAAAFsK2pQdxCOnL4=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_clientes","AAAAAAFsK4FMFxN+d7I=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_cargos","AAAAAAFsMI1hGLpLsI0=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_deposito","AAAAAAFsMJMNW7x5uHg=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_vehiculos","AAAAAAFsMJ5HN77eD2M=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_tipo_impuesto","AAAAAAFsMMNes8UTIj4=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_unidad_medida","AAAAAAFsMNfL78cKkMw=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_articulos","AAAAAAFsNMb/r68yV9c=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_proveedores","AAAAAAFsNNhmmioPrKg=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_timbrado","AAAAAAFsNOizii6RD/4=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_entidad_emisora","AAAAAAFsNPv2YDDm/7g=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_cajas","AAAAAAFsNQgT1DLW4zQ=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_bancos","AAAAAAFsNRXvEDTOv2g=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_forma_cobro","AAAAAAFsNRpJ+jbPFS8=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_monedas","AAAAAAFsNSAqhTjr0CI=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_equipo_trabajo","AAAAAAFsNSg4vTr8Zmw=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_motivo_inv","AAAAAAFsXexL0CR7+ME=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLClassDiagram","clase_motivoremision","AAAAAAFsaSixbSw1xlM=","/taller_analisis/old/Diagrama_clases/referenciales"
"UMLPackage","buscadores","AAAAAAFsXeB9BR7Uo8Y=","/taller_analisis/old/Diagrama_clases"
"UMLPackage","prg","AAAAAAFsXeDKbR7opoM=","/taller_analisis/old/Diagrama_clases"
"UMLPackage","clase_compras","AAAAAAFsXeEo1B+fDos=","/taller_analisis/old/Diagrama_clases"
"UMLClassDiagram","clase_registrar_pedido","AAAAAAFsXeEo1B+g2XQ=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","clase_registrar_ajuste_inventario","AAAAAAFsXejocCLbytA=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLPackage","modulo_compras","AAAAAAFsXgL9ryzwzkw=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","clase_registrar_compra","AAAAAAFsXgVJKy0kVvE=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","clase_generar_trensferencias","AAAAAAFsXiZvyjel168=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","clase_registrarnotacredito","AAAAAAFsXlhna0eXqIE=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","clase_notaremision","AAAAAAFsXpvGsJdBY7o=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","clase_ordencompra","AAAAAAFsXuDWzp9BZOQ=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","clase_registrarpresupuesto","AAAAAAFsXwyzF6zEPEg=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLClassDiagram","calse_registrar_notadebito","AAAAAAFsgcnjkte0Q4Q=","/taller_analisis/old/Diagrama_clases/clase_compras"
"UMLPackage","clase_ventas","AAAAAAFsXeFFFiAudDU=","/taller_analisis/old/Diagrama_clases"
"UMLClassDiagram","clase_registar_pedidoventa","AAAAAAFsbi56fLlgw14=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLPackage","modulo_ventas","AAAAAAFsbjCuqrw0Nks=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_generar_presupuesto_venta","AAAAAAFsbjnAA9H9KME=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_generar_ordenventa","AAAAAAFsbkvg7PsKSUw=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_registrar_apercier_caja","AAAAAAFsbkwp//1WajM=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_gestionar_ventas","AAAAAAFsbkw/XP+KbgQ=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_gestionar_cobranzas","AAAAAAFsbkxbOwGyZS8=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_generar_nota_remision_venta","AAAAAAFsbkyZ3QhcWRE=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_registrar_notadebito","AAAAAAFsbkyuKQqcSnM=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLClassDiagram","clase_registrar_notacredito","AAAAAAFsbkzHPAzE1YU=","/taller_analisis/old/Diagrama_clases/clase_ventas"
"UMLPackage","clase_servicios","AAAAAAFsXeFb8yA0QKI=","/taller_analisis/old/Diagrama_clases"
"UMLClassDiagram","clase_registrar_solicitud","AAAAAAFsgII6w1yU2Bk=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLClassDiagram","clase_generar_diagnostico","AAAAAAFsgIJdZV8oLh4=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLClassDiagram","clase_generar_presupuesto","AAAAAAFsgIJtaGGwXTo=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLClassDiagram","clase_generar_orden_de_trabajo","AAAAAAFsgIJ+6WQ4b6Y=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLClassDiagram","clase_registrar_servicio","AAAAAAFsgIKorGbY/ak=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLClassDiagram","clase_registrar_reclamos","AAAAAAFsgIL5Em5+hl0=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLClassDiagram","clase_promociones","AAAAAAFsgIMIqnEGouQ=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLPackage","modulo_servicios","AAAAAAFsgSBSyZrs27w=","/taller_analisis/old/Diagrama_clases/clase_servicios"
"UMLPackage","diagrama_actividad_especifico","AAAAAAFr40IUvwGX2g8=","/taller_analisis/old"
"UMLPackage","Compras","AAAAAAFr40J4hwqcd3g=","/taller_analisis/old/diagrama_actividad_especifico/modulo_compras_especifico"
"UMLActivity","actividad_compra","AAAAAAFr40J4hwqdtkU=","/taller_analisis/old/diagrama_actividad_especifico/modulo_compras_especifico/Compras"
"UMLActivityDiagram","Acompra","AAAAAAFr40J4hwqeK1E=","/taller_analisis/old/diagrama_actividad_especifico/modulo_compras_especifico/Compras/actividad_compra"
"UMLPackage","Ventas","AAAAAAFr40KOnRkZqPM=","/taller_analisis/old/diagrama_actividad_especifico/modulo_ventas_especifico"
"UMLActivity","actividad_ventas","AAAAAAFr40KOnRkaT1w=","/taller_analisis/old/diagrama_actividad_especifico/modulo_ventas_especifico/Ventas"
"UMLActivityDiagram","Aventas","AAAAAAFr40KOnRkbliw=","/taller_analisis/old/diagrama_actividad_especifico/modulo_ventas_especifico/Ventas/actividad_ventas"
"UMLPackage","servicios","AAAAAAFr40KcSCfe2pA=","/taller_analisis/old/diagrama_actividad_especifico/modulo_servicios_especifico"
"UMLActivity","actividad_servicios","AAAAAAFr40KcSCffWQU=","/taller_analisis/old/diagrama_actividad_especifico/modulo_servicios_especifico/servicios"
"UMLActivityDiagram","Aservicios","AAAAAAFr40KcSCfgBIo=","/taller_analisis/old/diagrama_actividad_especifico/modulo_servicios_especifico/servicios/actividad_servicios"
"UMLPackage","Casos_Uso","AAAAAAFr07jLllonV5Q=","/taller_analisis/old"
